Sample_Name Bcell CD4T CD8T Gran Mono NK nRBC
GSM1947367_3999997091_R01C02 GSM1947367_3999997091_R01C02 0 6.86195047887014e-18 0.371985296095616 0.0335618115815177 0.0857419073076045 4.1537599349897e-20 0.630311450772042
GSM1947368_3999997100_R03C01 GSM1947368_3999997100_R03C01 0.0125108737054214 0 0.355538451630252 0.0224924973555562 0.118767155353038 4.36374561630507e-20 0.598265311923124
GSM1947369_3999997072_R02C02 GSM1947369_3999997072_R02C02 0 -1.15926275536616e-18 0.361934264797427 0.0281152237340615 0.12021306362134 7.99968456603384e-20 0.601909978115244
GSM1947370_3999997077_R01C01 GSM1947370_3999997077_R01C01 0.00371936407051001 -6.93889390390723e-18 0.379323557327951 0.0388745562880929 0.0809889748415052 3.781341956704e-20 0.626932078810577
GSM1947379_3999997072_R01C02 GSM1947379_3999997072_R01C02 0 -1.27302704740321e-19 0.362985463670911 0.0358217159237058 0.089265069518361 5.67267949247857e-20 0.641174909688451
GSM1947381_3999997110_R01C01 GSM1947381_3999997110_R01C01 0.0170787700896909 0 0.343794119023625 0.0259849558684461 0.113660024126748 4.84930290891747e-20 0.613375321043325
GSM1947382_3999997093_R06C02 GSM1947382_3999997093_R06C02 0 -2.96143652421772e-18 0.345873137117102 0.0407303390489815 0.0814775281484069 1.92104472441908e-19 0.634836789281979
GSM1947383_3999997074_R02C01 GSM1947383_3999997074_R02C01 -2.16840434497101e-19 -2.58298554102912e-19 0.368574803491822 0.0326407541344171 0.101601184020548 4.75768818562959e-20 0.620303761367027
GSM1947384_3999997072_R04C01 GSM1947384_3999997072_R04C01 0.00592591048737863 0 0.374868301217146 0.0368184316499852 0.0893073633920466 3.72362456888401e-20 0.627964708079053
GSM1947385_3999997080_R06C02 GSM1947385_3999997080_R06C02 0.0404447942847981 0 0.358196130064205 0.0381349525409086 0.0910828210939309 2.78619650425367e-20 0.600060837131029
GSM1947386_3999997114_R05C01 GSM1947386_3999997114_R05C01 0.00666992058594785 0 0.355986832009497 0.0459199711107265 0.0879772218598984 4.7863355481745e-20 0.601574433307612
GSM1947387_3999997114_R06C02 GSM1947387_3999997114_R06C02 0.00914632746130554 0 0.350369320400451 0.0346592624259183 0.0883632306056449 4.94428207696947e-20 0.62788562705766
GSM1947388_3999997074_R04C02 GSM1947388_3999997074_R04C02 0 -1.7705771116305e-18 0.383014381713196 0.0379729773142922 0.0851835797635432 1.17128904286167e-19 0.623846667130386
GSM1947389_3999997072_R06C02 GSM1947389_3999997072_R06C02 0.00924066554920219 0 0.36110374668338 0.0435630688409946 0.0885235866258716 3.87433328599245e-20 0.617957453020841
GSM1947390_3999997114_R06C01 GSM1947390_3999997114_R06C01 0 -7.134041437727e-18 0.375437528945758 0.0541481250984839 0.0668503131269398 -1.19250743792817e-18 0.623422859477664
GSM1947391_3999997080_R06C01 GSM1947391_3999997080_R06C01 0.0182572807595427 3.46944695195361e-18 0.387673108846 0.037431796659616 0.0854386140358082 2.12510339178295e-20 0.610287767214409
GSM1947392_3999997114_R03C02 GSM1947392_3999997114_R03C02 0 -6.9557113187652e-18 0.359387102676106 0.0312221433516408 0.108962652487319 4.01288565712922e-20 0.612974436613015
GSM1947393_3999997077_R05C02 GSM1947393_3999997077_R05C02 0 -2.2637866428766e-19 0.361856782262375 0.0415682444742268 0.090686282071541 5.55606606721675e-17 0.621716412446976
GSM1947394_3999997093_R03C01 GSM1947394_3999997093_R03C01 0.0105326645275663 -6.93889390390723e-18 0.352776782409685 0.023266362463325 0.113557402110296 4.101881070575e-20 0.589567921021156
GSM1947395_3999997077_R04C01 GSM1947395_3999997077_R04C01 -3.46944695195361e-18 -4.16381674019887e-18 0.361497599650807 0.0517555321128801 0.107358178239656 2.28618290553186e-19 0.605596692815989
GSM1947396_3999997110_R05C02 GSM1947396_3999997110_R05C02 0 -2.62912738082884e-18 0.368634706832347 0.0436001783037478 0.087471013014501 1.73962824619632e-19 0.617659417597625
GSM1947397_3999997093_R05C02 GSM1947397_3999997093_R05C02 0 -1.44826079802499e-18 0.354618777749249 0.0352815187251922 0.0893491111226032 1.234936794733e-19 0.623059368736777
GSM1947398_3999997076_R03C01 GSM1947398_3999997076_R03C01 0.000125575270554549 0 0.384998105866047 0.043994574360655 0.064218464604874 4.09353625169256e-20 0.639557221579837
GSM1947399_3999997080_R02C01 GSM1947399_3999997080_R02C01 0 -7.53434210864994e-19 0.374654387469412 0.0427621109299901 0.0974703238836032 -5.54338323061984e-17 0.606221177784335
GSM1947400_3999997077_R06C02 GSM1947400_3999997077_R06C02 0 -7.25130305985773e-20 0.356228046347171 0.0338484357440278 0.111698721347362 3.54212434417621e-20 0.617569451808859
GSM1947401_3999997093_R02C02 GSM1947401_3999997093_R02C02 0 -3.4113225915766e-18 0.36420166374022 0.0378625518927823 0.0998927547780628 2.01938716768645e-19 0.613963838493046
GSM1947402_3999997077_R02C02 GSM1947402_3999997077_R02C02 0.0032855518183285 -6.93889390390723e-18 0.365865118370216 0.0383843667420399 0.0805934775862272 -5.54766796743666e-17 0.629058421044453
GSM1947403_3999997114_R02C01 GSM1947403_3999997114_R02C01 0 -1.71955025797088e-18 0.348763118880205 0.0328895359693125 0.118558791487654 1.17269480893468e-19 0.60246999384865
GSM1947404_3999997076_R04C01 GSM1947404_3999997076_R04C01 0.00689244038097725 0 0.370721712676313 0.0304576642549379 0.0887401211852942 3.07124132463246e-20 0.635224722143087
GSM1947405_3999997093_R02C01 GSM1947405_3999997093_R02C01 0 -3.7533092563294e-19 0.358476942031845 0.0487651384094408 0.0890690382616564 5.87288824287365e-20 0.610382642536731
GSM1947406_3999997080_R03C01 GSM1947406_3999997080_R03C01 0 -3.4039505434807e-19 0.379239323402206 0.0368132861451267 0.0880352001023729 6.93323771889821e-20 0.619939879824345
GSM1947407_3999997072_R05C01 GSM1947407_3999997072_R05C01 0 -1.51721429093468e-19 0.36392294333737 0.0784095502181471 0.0869474588918657 4.15926093951013e-20 0.583818867288731
GSM1947408_3999997077_R06C01 GSM1947408_3999997077_R06C01 0.0074159272199907 -6.93889390390723e-18 0.347145066692913 0.0229610059825558 0.120579938737405 3.54393620570987e-20 0.615298830150879
GSM1947409_3999997093_R01C02 GSM1947409_3999997093_R01C02 0 -2.35494478171025e-19 0.353905351612084 0.040799323767925 0.102905087905655 5.55671775846925e-17 0.609854361731391
